company,title,description
AO Globe Life,100% Work from Home Client Service Rep,"Must be a US Resident and eligible to work legally in the US to be considered**


Our company has moved to 100% virtual, work-from-home positions. This position allows you to earn an incredible living without sacrificing your family life.

We’re looking for enthusiastic individuals to assist existing and prospective clients within our organization. This position will work with multiple clients through-out the day providing outstanding service and product knowledge.

Preferred Skills:

 Excellent communication skills, including active listening and problem-solving
 Ability to learn, adapt, and adjust on the go
 Works well with others and individually
 Possesses a strong work ethic and drive to succeed


What you can expect:

 Flexible Schedule with Weekly Pay
 100% Remote Position
 Weekly Trainings lead by Top Leaders
 Life Insurance
 Health Insurance reimbursement
 Industry-leading resources and technology
In the interest of community wellness, AO has adjusted our business operations. As such, all interviews will be conducted via Zoom video conferencing"
Dovetail,Demand Generation Specialist,"Dovetail is the world's leading customer insights hub, helping thousands of teams build better products. From user feedback and customer interviews to support tickets and sales calls, Dovetail helps you uncover insights fast-no matter the method. Driven by ambition and innovation, the Dovetail team is customer-obsessed and on a mission to help the world improve the quality of every thing. Join the ranks of Atlassian, The New York Times, Spotify, Universal, Porsche, Starbucks, and thousands more as they put their customer first with Dovetail and improve the quality of their thing.

Founded in 2017 by Benjamin Humphrey and Bradley Ayers, Dovetail has 100+ employees across offices in Sydney and San Francisco. We've created a unique environment to help us achieve our challenging mission. A culture that aspires to excellence, where nothing is too small to be improved.

What you'll do

Execute demand generation campaigns. You will collaborate with the Head of Demand Generation, Marketing and Sales teams to implement high-impact marketing campaigns on varying execution levels, across multiple channels, including email, paid media, social, and events, focused on driving quality leads and customer acquisition.
Manage and optimize marketing channels. You will take ownership of specific marketing channels, ensuring they are optimized for lead generation and conversion. You'll work closely with the content and creative teams to develop compelling messaging and creative that resonates with our target audience.
Track and analyze campaign performance. You will monitor and report on the performance of your campaigns, using data to measure effectiveness, identify areas for improvement, and make data-driven decisions to optimize results. You'll focus on metrics such as lead quality, conversion rates, CAC, and overall funnel performance.
Support the marketing tool stack. You will work with the Head of Demand Generation and Marketing Operations to evaluate and implement marketing tools and platforms that enhance campaign execution and reporting. You'll ensure our tech stack is being utilized effectively to drive demand.
Collaborate across teams. You will work closely with the sales, content, and product teams to ensure alignment on campaign objectives, messaging, and execution. You'll help bridge the gap between marketing and sales to drive revenue growth.
Assist in budget management. You will support the Head of Demand Generation in budget allocation and management, ensuring that spend is optimized for the highest return on investment. You'll contribute to testing new channels and strategies to identify opportunities for growth.

What you'll bring

Experience in demand generation. You have a strong background in executing demand generation campaigns in a B2B environment. You're familiar with various acquisition channels and have hands-on experience driving leads and customer acquisition.
Data-driven mindset. You are analytical and detail-oriented, with a passion for using data to inform decisions. You have experience tracking campaign performance and making adjustments based on data insights.
Strong communication skills. You can effectively communicate with internal stakeholders and collaborate across teams. You have the ability to convey complex information in a clear and concise manner.
Adaptable and proactive. You thrive in a fast-paced environment and are comfortable with ambiguity. You're proactive in identifying opportunities and solving problems, and you're always looking for ways to improve campaign performance.
Technical proficiency. You have experience with marketing automation tools, CRM systems, and other relevant technology platforms. You're comfortable learning new tools and technologies to enhance your work.

At Dovetail, we're passionate about building and fostering an environment where every team member feels supported and valued. We celebrate individualism, welcoming everyone to show up as their authentic selves every day. It's no secret that diversity builds the best teams, large or small, so we highly encourage applications from people who identify as part of an under-represented group. Please take a peek at Dovetail's commitment to Program 50/50 and hear why we're officially a Great Place to Work on our careers page for more info!

Compensation Range: $140,000-$170,000 base salary. Compensation offered will be determined by factors such as location, level, job-related knowledge, skills, and experience. This role is eligible for equity and benefits.

Benefits

Equity for everyone. We put our money where our mouth is. No matter your role, we provide equity for all along with competitive salaries. See your investment grow as Dovetail grows.
Equal parental leave. We offer an inclusive framework of 20 weeks equal paid leave to support new parents. Every family is unique, so you make the call how you'd like to take care of what matters most.
Work from Anywhere. Although we're in-office, you can work from anywhere for up to 4 weeks per year to accommodate life.
Extra paid days off. Enjoy ad-hoc KitKat days to take a step back and spend it however you like. Hit the beach, spend time with your family, pick up that hobby you've been meaning to try, or anything in between!
Develop and grow. Take a course, attend a lunch and learn, or head to a conference. We love to support you any way we can, so expect Dovetail to be your #1 fan when it comes to achieving your career goals.
Health is wealth. We've got you covered for 100% of the premium plans across medical, dental and vision. We also believe that everyone has the right to mental wellness and support. So every Dovetailer has access to Uprise (Employee Assistance Program) for themselves as well as their families."
Melissa,Customer Success Representative,"Melissa is a fast-growing software company and leading provider of global address verification and identity authentication solutions. We’re passionate about data quality and pioneering new ways businesses can achieve clean, accurate, and trusted contact data to gain critical insight and drive meaningful customer relationships.

The Customer Success Representative/Client Experience Representative is responsible for engaging with new and existing customers, ensuring customer satisfaction, and performing light administrative tasks. The ideal candidate is data-driven, self-motivated, detail-oriented, possess strong verbal and written communication skills. They are genuinely excited to help customers and can put themselves in their customer’s shoes to advocate to them when necessary. They contribute to creating and maintaining an excellent customer relationship standard throughout the entire customer lifecycle.

Your Responsibilities (but Not Limited To)

Manage and update client records in our CRM system with attention to detail and accuracy.
Build sustainable relationships and trust with customer accounts through open and interactive communication via CRM systems.
Create, maintain, and generate customer review campaigns working closely with internal marketing and sales teams along with review platform vendors.
Identify and assess customers’ needs to achieve satisfaction, gather customer feedback with surveys and/or reviews to coordinate case studies/success stories.
Other administrative duties as assigned.

Education And/or Experience

1-2 years of customer success experience in a professional setting.
Excellent verbal and written communication skills, interpersonal and customer service skills, and spelling and grammar skills.
A customer-focused mindset with the ability to assess situations and respond appropriately.
Eager to learn quickly and adopt usage of important CRM tools.
Highly organized and proactive with a strong attention to detail.
Proficiency with Microsoft Office.

Job Type

This position offers a full-time hybrid schedule from Monday to Friday. During the initial 90 days, your commitment will be full-time in the office, making this opportunity ideal for local applicants within commuting distance.

Pay Range

$40,000.00 - $45,760.00 per year / $19.25 - $22.00 per hour

Benefits

401(k) with generous company match
Medical, dental, and vision insurance
Flexible spending account
Life insurance, including company-provided coverage
Paid Holidays and personal time off
Educational assistance
Office lunch on select weekdays
Haircuts and manicures
Workout class with personal trainer
Onsite EV charging

How To Apply

Go to https://www.melissa.com/jobs/jobapply.aspx and provide your resume in PDF format. Please note that any self-identification information provided during the application process is confidential and will not be shared with hiring managers; or
Email your resume to jobs@melissa.com. Include your LinkedIn profile if available.

NO PHONE CALLS OR RECRUITERS

Melissa is an Equal Opportunity Employer. All qualified applicants will receive consideration for employment without regard to race, color, religion, creed, sex, sexual orientation, gender identity, national origin, disability, or protected Veteran status. https://www.dol.gov/sites/dolgov/files/ofccp/regs/compliance/posters/pdf/eeopost.pdf

THIS CONTRACTOR AND SUBCONTRACTOR SHALL ABIDE BY THE REQUIREMENTS OF 41 CFR 60-300.5(A). THIS REGULATION PROHIBITS DISCRIMINATION AGAINST QUALIFIED PROTECTED VETERANS, AND REQUIRES AFFIRMATIVE ACTION BY COVERED PRIME CONTRACTORS AND SUBCONTRACTORS TO EMPLOY AND ADVANCE IN EMPLOYMENT QUALIFIED PROTECTED VETERANS. WE ARE A GOVERNMENT CONTRACTOR.

This employer participates in E-Verify and will provide the federal government with your Form I-9 information. https://www.e-verify.gov/sites/default/files/everify/posters/EVerifyParticipationPoster.pdf

This employer may order an investigative consumer report on you from an investigative consumer reporting agency for employment purposes. Such reports may contain information about your character, general reputation, personal characteristics, and mode of living. As allowed by law, the reports may contain information regarding the following: criminal history; driving records; verification of your employment history, licenses, credentials and education; credit reports and history; government watch lists; address history; Social Security number validation; and other background checks.

About Melissa

Melissa specializes in global contact data quality and mailing preparation solutions for both small businesses and large enterprises. Melissa solutions help improve contact data at all touch points – from real-time address verification at point-of-entry and ongoing data enhancements to printing and mailing. High quality contact data fuels better marketing programs and business processes, and helps save time and money."
Nava,Senior Infrastructure Engineer (Software),"About Nava

Nava is a consultancy and public benefit corporation working to make government services simple, effective, and accessible to all. Since 2013, federal, state, and local government agencies have trusted Nava to build transformative digital services to help people access public benefits. Meeting our mission is an opportunity to restore trust between people and public institutions. We focus on populations that are the least protected because the stakes are higher.

As a client services company, we work with government agencies to improve how people apply for benefits, navigate their health care, and more. We bill for our time, selling our expertise and problem-solving methodology to government clients. Our clients hire us to help improve their products and services so that their users and beneficiaries have a better customer experience.

These end-users—the humans who benefit from our work—are at the core of everything we do. We research beneficiaries’ needs to help our government clients better deliver on their missions, providing everyone at Nava opportunities to do meaningful, impactful work.

Position Summary

The Senior Infrastructure Engineer will work on cross functional teams to build scalable infrastructure for our government -- designing, implementing, and delivering services that millions of Americans depend on. As a Senior Infrastructure Engineer, you may be responsible for technical leadership of platform infrastructure projects supporting dev teams and large-scale systems with a strong focus on automation, organization, and communication. Your work enables application development teams to run effectively in the cloud to deliver users a modern experience. You will be responsible for delivering on client requirements as well as providing long-term oversight and vision to help shape future work. Your strong cross-functional communication skills will complement your technical leadership skills to provide the highest value for government systems.

What You'll Do

Dev sec ops (development, security, operations) engineering, to include building infrastructure as code and DevOps pipelines and reviewing solutions built by others on the team
Researching and analyzing technical solutions
Maintaining and enhancing documentation using various engineering tools 
Managing integrated systems used by the client
Completing work received from application teams
Proactively identifying blockers, risks, and issues, proposing solutions or escalating as appropriateResearching, selecting, and creating new automation tools or frameworksImplementing automation for a variety of cloud resources
Designing initial architecture or changes to architecture for a project
Documenting and communicating architecture, technical solution plans, rollout plans and project updates to stakeholders
Collaborating with stakeholders to incorporate their feedback
Identifying stakeholders and obtaining buy-in
Tracking stakeholders’ technical tasks to keep the project on schedule
Ensuring any issues or blockers that develop are addressed and resolved
Identifying gaps and closing them
Staying ahead of staffing issues, ensuring that hiring through subcontractors is efficient
Escalating to program manager any concerns raised
Building client trust by being available as a sounding board for questions or issues
Performing code and technical reviews
Facilitating meetings 
Establishing engineering norms and practices and ensuring compliance
Collaborating with teammates to identify and determine solutions
Teaching teammates how to manage time, projects and be productive
Serving in the on call rotation
Facilitating post-mortems after incidents
Respond to tickets or routing tickets to the appropriate engineer
Applying patches and updates to operating systems and libraries

Required Skills

Minimum of 7 years of experience as an Infrastructure Engineer or mix of Software Engineering
A Bachelor's Degree (in any discipline) or four years of experience in lieu of a degree
Experience managing different systems (e.g Windows Server, Linux CLI) and automating repetitive tasks
Experience training and mentoring engineers
Scripting (python, bash, etc)
Experience designing CI/CD and other workflow automation spanning multiple systems
Incident handling and followup (root cause analyses, etc)
Knowledge of cloud primitives (VPC, ACL, Route Tables, Security Groups, Images)
Experience running asynchronous jobs, e.g. using services like ECS or Lambda
Ability to use the command line to achieve practical aims, e.g. navigating the shell; moving and downloading files from external servers; searching and parsing files for information; and running queries
Advanced ability to contribute and update existing code and/or Infrastructure as Code
A thoughtful, adaptive, and collaborative mindset/understanding of networks, protocols, and multi-service architectures
Excellent written and verbal communication skills, technical and otherwise
An interest in and familiarity with one or more of the following areas: Cloud Infrastructure, cloud architecture, IT service management, Unix/Linux, scripting, networking, or security
Able to follow and establish, when needed, standard operating procedures.

Other Requirements

All roles at Nava require the following:

Must be legally authorized to work in the United States and meet any other requirements for government contracts for which they are hired.
Candidates offered a job at Nava must have work authorization that does not require visa sponsorship, either currently or in the future. Please be aware that most of our positions require U.S. citizenship or a green card.
May be subject to a government security investigation and must meet eligibility requirements for access to classified information or applicants who are eligible for security clearances.

Perks working with Nava

Competitive benefits: We prioritize your well-being, offering highly competitive medical, dental, and vision benefits.
Generous time off: Enjoy 20 days of accrued PTO, 12 paid federal holidays, 5 prorated floating holidays, and unlimited sick leave.
Annual discretionary bonus: Paid annually to eligible employees. When Nava does well, you do well.
Parental leave: Receive 16 weeks of fully paid parental leave and weekly meal deliveries during your leave.
Employee wellness program: Access our comprehensive Employee Wellness Program.
Virtual doctor visits: Enjoy zero copay virtual doctor visits through UHC.
Fertility support: Benefit from fertility support and treatment options.
Sabbatical leave: We offer a sabbatical leave program.
401k contributions: We match 4% of your salary in 401k contributions.
Flexible work arrangements: We offer flexible work arrangements to suit your needs.
Home office setup: Receive assistance with your home office setup and a monthly phone allowance.
Utilities reimbursement: Get a monthly partial reimbursement for utilities (where applicable).
Learning and development: Access our comprehensive learning and development program.
Tuition and Professional development budget: Receive a prorated annual tuition and professional development budget and a LinkedIn Learning license.
Equity stock options: Benefit from equity stock options.
Employee referral program: Participate in our employee referral program.
Commuter benefits: Enjoy commuter benefits.
Insurance coverage: Receive short and long-term disability insurance, as well as life and accidental death insurance.
Inclusive culture: Join our diverse, inclusive, highly collaborative, and vibrant culture that supports remote work.

Location

We have fully remote options if you reside in one of the following states:

Alabama, Arizona, California, Colorado, DC, Florida, Georgia, Illinois, Louisiana, Maine, Maryland, Massachusetts, Michigan, Minnesota, Missouri, Nevada, North Carolina, New Jersey, New York, Oklahoma, Oregon, Pennsylvania, Rhode Island, South Carolina, Texas, Tennessee, Utah, Virginia, Washington, Wisconsin.

If you are not living in one of the states listed above, unfortunately, you will not be considered for a position at this time. 

Stay in touch

Sign up for our newsletter to find out about career opportunities, new partnerships, and news from the broader civic tech community.

Nava PBC equal opportunity employer that is deeply committed to diversity and inclusion in the workplace. We prohibit discrimination and harassment of any kind based on race, color, age, gender, religious or political beliefs, national origin or heritage, marital status, disability, sex, sexual orientation or gender identity, genetic information, pregnancy, status as a protected veteran or any characteristic protected by federal, state, or local laws. Our commitment to diversity, equity, and inclusion not only reflects our values as a public benefit corporation but also enriches our ability to do our work. Learn more about where we are today and hope to be by 2025.

Please contact the recruiting team at recruiting@navapbc.com if you would like to request reasonable accommodation during the application or interviewing process.

We participate in E-Verify. Upon hire, we will provide the federal government with your Form I-9 information to confirm that you are authorized to work in the U.S. This role requires you to work from the contiguous United States."
DAn Solutions,Software Engineer,"REQUIRES AN ACTIVE/EXISTING TS/SCI WITH CI POLYGRAPH - NO REMOTE WORK 

Seeking a highly skilled Software/Web Developer to join our agile team. In this role you will contribute to the development and enhancement of the Object Management Service (OMS) a secure and modern API design to optimize object production and management built on robust architecture of discrete analytics, storage, and data microservices, OMS facilities seamless integration across multiple missions and applications.

Education & Experience Requirements

9+ Years of Experience with a Bachelor's Degree

Required Qualifications

Active TS/SCI

Strong verbal and written communication skills to effectively convey information to stakeholders, team members and executives

Firm understanding of software development and technical concepts to facilitate effective communication between team members.

Experience with web application frameworks such as Vue, Angular and/or React

Proficiency with Agile project management tools such as Jira, Trello, Asana or similar

Desired Qualifications

5+ Years of DevOps related experience

Comptia Security+ or DOD8570 Baseline equivalent

Experience with version control systems such as Git

Experience with SQL and/or NoSQL technologies"
UC San Diego Health,Clinical Research Coordinator Assistant - 133838,"#133838 Clinical Research Coordinator Assistant

Filing Deadline: Thu 1/23/2025

UC San Diego values equity, diversity, and inclusion. If you are interested in being part of our team, possess the needed licensure and certifications, and feel that you have most of the qualifications and/or transferable skills for a job opening, we strongly encourage you to apply.

UCSD Layoff from Career Appointment: Apply by 01/14/2025 for consideration with preference for rehire. All layoff applicants should contact their Employment Advisor.

Special Selection Applicants: Apply by 01/23/2025. Eligible Special Selection clients should contact their Disability Counselor for assistance.

Description

UCSD Department of Psychiatry is one of the most innovative and productive academic departments in the country, offering challenging career opportunities in the diverse areas of advanced educational programs, cutting-edge research, and state-of-the-art clinical services. The department is committed to offering a dynamic learning environment and growing opportunities to its talented and dedicated employees.

Under supervision, the incumbent will provide research protocols and treatments within multiple new study initiatives that include treatment resistant psychiatric disorders and studies with healthy and high-performing participants within the Department of Psychiatry. The primary duty will be delivery of research protocols using neuromodulation, neuroimaging, and behavioral recordings. These include repetitive transcranial magnetic stimulation (rTMS), transcranial direct current stimulation (tDCS), electroencaphlography (EEG), and functional magnetic resonance imaging (fMRI), among others. Duties may also include: IRB submission support; recruitment and retention of research subjects; coordinating subject appointments with facilities and staff; neurophysiology experimental assistance; and data collection. Responsibilities could include administering diagnostic interviews; acquiring confidential and sensitive information including medical/mental health history; and administer neurocognitive assessments and symptom rating scales. Duties also include maintenance of accurate and complete clinical research files; update study databases and ensure compliance with standardized protocol, and assistance with the preparation of manuscripts and presentations. The applicant will also perform other duties as needed including assist with annual IRB and NIH reporting.

Responsible for coordinating and managing clinical trials including providing all aspects of protocol management, including screening for patient eligibility, data collection and analysis, ensuring protocol compliance, adverse drug reaction reports, monitoring patient treatment and toxicities, laboratory and specimen submission, and maintenance of accurate and complete clinical research files. Assist the regulatory department with Human Subjects submissions, renewals, and safety reports. Directly communicate with assigned physicians and disease groups, including attending weekly meetings and tumor boards. Provide direct assistance to the Project Manager in reviewing and verifying university research account statements, professional fee statements, and invoicing.

Minimum Qualifications

Theoretical knowledge of biology, social sciences, clinical sciences as typically attained by a Bachelor's degree, or an equivalent combination of education and experience such as experience administering neuromodulation treatment (TMS treatments).
Must be willing or possess the ability to take the BART training to receive the BART Certificate within 3-6 months of hire.
Experience performing clinical research duties in a clinical research environment.
Research experience with patients with mental health illnesses.
Technical abilities with methodologies such as functional MRI, EEG, and/or Transcranial Magnetic Stimulation (TMS).
Experience using statistical software applications. Knowledge of database, word processing and spreadsheet applications such as Velos, Access, Excel and MS Word.
Experience with laboratory procedures and values and experience in interpreting them to determine patient eligibility and potential toxicities.
Working knowledge of FDA policies regulating clinical trials.
Exposure to medical assessment and patient interviewing to determine toxicities related to protocol management.
Experience interpreting medical charts and abstracting data from medical records.
Knowledge of National Institute of Health (NIH), Good Clinical Practice (GCP), Injury and Illness Prevention Program (IIPP), Human Resource Protection Program (HRPP), IATA Shipping of Blood Specimens, and Bloodborne Pathogens.
Experience with clinical trials participant or study subject recruitment.
Experience coordinating study startup activities.
Exposure to in-service training on various protocols, processes, and procedures.
Knowledge of x-rays, scans, and other diagnostic procedures.
Experience maintaining files and keeping records.
Excellent planning and organizational skills and ability to work in a changing, multiple-demand setting in order to prioritize a large volume of work and meet deadlines efficiently and accurately.
Excellent interpersonal, as well as written and verbal communication skills (using grammatically correct written English and accurate typing) to interact with a diverse population. Excellent phone etiquette skills.
Ability to work independently. Ability to maintain confidentiality.
Exposure to clinical trials case report forms via hard copy and online.
Demonstrated ability to interact effectively with diverse groups, including professional and non-professional staff and clients.

Preferred Qualifications

Certification as a Clinical Research Associate or Coordinator. 
Experience working with research bulk accounts. 
Experience with investigational drug authorization criteria. 

SPECIAL CONDITIONS

Employment is subject to a criminal background check and pre-employment physical.
Occasional evenings, weekends, and overtime may be required.
Must be flexible and willing to work at on-campus and off-campus locations - potentially moving between locations based on needs. 

Pay Transparency Act

Annual Full Pay Range: $66,753 - $107,407 (will be prorated if the appointment percentage is less than 100%)

Hourly Equivalent: $31.97 - $51.44

Factors in determining the appropriate compensation for a role include experience, skills, knowledge, abilities, education, licensure and certifications, and other business and organizational needs. The Hiring Pay Scale referenced in the job posting is the budgeted salary or hourly range that the University reasonably expects to pay for this position. The Annual Full Pay Range may be broader than what the University anticipates to pay for this position, based on internal equity, budget, and collective bargaining agreements (when applicable).

If employed by the University of California, you will be required to comply with our Policy on Vaccination Programs, which may be amended or revised from time to time. Federal, state, or local public health directives may impose additional requirements.

If applicable, life-support certifications (BLS, NRP, ACLS, etc.) must include hands-on practice and in-person skills assessment; online-only certification is not acceptable.

UC San Diego Health Sciences is comprised of our School of Medicine, Skaggs School of Pharmacy and Pharmaceutical Sciences, The Herbert Wertheim School of Public Health and Human Longevity Science, and our Student Health and Well-Being Department. We have long been at the forefront of translational - or ""bench-to-bedside"" - research, transforming patient care through discovery and innovation leading to new drugs and technologies. Translational research is carried out every day in the hundreds of clinical trials of promising new therapies offered through UC San Diego Health, and in the drive of our researchers and clinician-scientists who are committed to having a significant impact on patient care. We invite you to join our team!

Applications/Resumes are accepted for current job openings only. For full consideration on any job, applications must be received prior to the initial closing date. If a job has an extended deadline, applications/resumes will be considered during the extension period; however, a job may be filled before the extended date is reached.

To foster the best possible working and learning environment, UC San Diego strives to cultivate a rich and diverse environment, inclusive and supportive of all students, faculty, staff and visitors. For more information, please visit

UC San Diego is an Equal Opportunity/Affirmative Action Employer. All qualified applicants will receive consideration for employment without regard to race, color, religion, sex, sexual orientation, gender identity, national origin, disability, age or protected veteran status.

For the University of California’s Affirmative Action Policy please visit:

For the University of California’s Anti-Discrimination Policy, please visit:

UC San Diego is a smoke and tobacco free environment. Please visit

UC San Diego Health maintains a marijuana and drug free environment. Employees may be subject to drug screening.

Misconduct Disclosure Requirement: As a condition of employment, the final candidate who accepts a conditional offer of employment will be required to disclose if they have been subject to any final administrative or judicial decisions within the last seven years determining that they committed any misconduct; received notice of any allegations or are currently the subject of any administrative or disciplinary proceedings involving misconduct; have left a position after receiving notice of allegations or while under investigation in an administrative or disciplinary proceeding involving misconduct; or have filed an appeal of a finding of misconduct with a previous employer.

 ""Misconduct"" means any violation of the policies or laws governing conduct at the applicant's previous place of employment, including, but not limited to, violations of policies or laws prohibiting sexual harassment, sexual assault, or other forms of harassment, discrimination, dishonesty, or unethical conduct, as defined by the employer. For reference, below are UC's policies addressing some forms of misconduct:"
ITHAKA,"Intern, Outreach","ITHAKA’s mission is to expand access to knowledge and education around the world. Our services — Artstor, JSTOR, Portico, and Ithaka S+R — enable people everywhere to learn, to grow, and to overcome historical barriers to education. In carrying out our mission, as employees we feel a deep responsibility to each other and our well-being, and are committed to building and sustaining a diverse, equitable, and inclusive workplace.

The Role

Are you an aspiring archivist or library graduate student looking to learn more about Special Collections, Archives, and/or Digital Preservation? This internship will provide a chance for you to take a deep dive into the product and market landscape for digital collection management tools, while observing what it takes to bring a new product to market. ITHAKA is looking for an Outreach Strategy Intern who will report to the Director of Strategy Implementation and complete regional market overview reports to help us successfully grow participation in JSTOR’s Digital Stewardship Services.

This internship spans a period of 12 weeks, beginning on March 3, 2025. To be considered for this opportunity, please ensure your application is submitted by the deadline of January 24, 2025.

Responsibilities

The Intern will be responsible (with supervision and guidance) for completing market overviews for assigned regions that include:
Region specific trends related to Digital Stewardship & Collections Management (ex: comparator products, key conferences, funding trends)
Top prospects Outreach should be targeting in the region
Types of contacts Outreach should be looking to speak and contact research for top prospects
Experience And Skills

Actively enrolled in a graduate degree program 
Experience or familiarity with libraries, digital preservation, archives, and knowledge of special collections a plus
Excellent research skills and proven ability to compile information from a variety of sources (databases, websites, etc.) into a consumable summary
Excellent communication skills (written and verbal)
Familiar with Google Suite: Docs, Sheets, Slides, and Drive

Work Authorization and Sponsorship 

ITHAKA is not currently considering candidates who require any type of immigration sponsorship (additional work authorization or permanent work authorization) now or in the future to work in the United States.

Compensation

At ITHAKA we believe in openness and equity. Part of living those values is our commitment to clarity about salary ranges, so candidates know what to expect. The pay for this position is $20.00/hourly.

Work for ITHAKA 

We are committed to our organizational values of belonging, evidence, speed, teamwork, and trust. We take inclusion seriously. Belonging is one of our core values, and it shows in our vibrant culture. People from a wide range of backgrounds work at ITHAKA, and we believe that unique perspectives help us realize new insights and build better solutions.

We want to work with people who are passionate about ideas like these and who wish to contribute their perspectives and talents to ITHAKA’s mission. We enthusiastically welcome applications from people of all underrepresented backgrounds and credentials. We want to hear your story and include your perspective in the transformative work we aim to do.

Learn more about Working at ITHAKA.

Apply Now:

Although ITHAKA has physical offices in New York and Ann Arbor, Michigan, our employees are distributed across the continental United States. At this time, we’re not considering candidates who are unable to work and reside in the continental U.S.

Candidates may apply by submitting an application online through our career site, if you have any questions about your application, please contact us at careers@ithaka.org. ITHAKA is committed to providing reasonable accommodations, if there’s anything we can do to accommodate any portion of the application or hiring process, please contact us at accommodations@ithaka.org.

We are proud to be an Equal Opportunity/Affirmative Action employer. All qualified applicants receive consideration for employment without regard to race, color, sex, national origin, gender identity, sexual orientation, age, religion, domestic violence victim status, veteran status, disability, history of disability or perceived disability, or other status protected by law. We invite you to read our Equal Employment Opportunity and Affirmative Action Statement. ITHAKA cares about your privacy, learn more about our Applicant Privacy Notice."
Apex Focus Group,Part-Time Focus Group Participant - Work From Home,"Now accepting applicants for Focus Group studies. Earn up to $750 per week part-time working from home. Must register to see if you qualify. No Administrative Assistant admin experience needed.

Administrative Assistant Admin Work From Home - Part Time Remote Focus Group Panelists

Our company is seeking individuals to participate in National & Local Paid Focus Groups, Clinical Trials, and Market Research assignments.

With most of our paid focus group studies, you have the option to participate remotely online or in-person. This is a great way to earn additional income from the comfort of your home.

Compensation

$75-$150 (per 1 hour session)
$300-$750 (multi-session studies)

Job Requirements

Show up at least 10 mins before discussion start time.
Participate by completing written and oral instructions.
Complete written survey provided for each panel.
MUST actually use products and/or services, if provided. Then be ready to discuss PRIOR to meeting date.

Qualifications

Must have either a smartphone with working camera or desktop/laptop with webcam
Must have access to high speed internet connection
Desire to fully participate in one or several of the above topics
Ability to read, understand, and follow oral and written instructions.
Administrative assistant admin experience is not necessary.

Job Benefits

Flexibility to take part in discussions online or in-person.
No commute needed should you choose to work from home remotely.
No minimum hours. You can do this part-time or full-time
Enjoy free samples from our sponsors and partners in exchange for your honest feedback of their products.
You get to review and use new products or services before they are released to the public.

You must apply on our website and complete a set of questionnaire to see if you qualify.

This position is perfect for anyone looking for temporary, part-time or full-time work. The hours are flexible and no previous experience is required. If you are an administrative assistant or someone just looking for a flexible part time remote work from home job, this is a great way to supplement your income."
Apex Focus Group,Part-Time Focus Group Participants (Up To $750/Week),"Now accepting applicants for Focus Group studies. Earn up to $750 per week part-time working from home. Must register to see if you qualify. No Data Entry experience needed.

Data Entry Clerk Work From Home - Part Time Remote Focus Group Panelists

Our company is seeking individuals to participate in National & Local Paid Focus Groups, Clinical Trials, and Market Research assignments.

With most of our paid focus group studies, you have the option to participate remotely online or in-person. This is a great way to earn additional income from the comfort of your home.

Compensation

$75-$150 (per 1 hour session)
$300-$750 (multi-session studies)

Job Requirements

Show up at least 10 mins before discussion start time.
Participate by completing written and oral instructions.
Complete written survey provided for each panel.
MUST actually use products and/or services, if provided. Then be ready to discuss PRIOR to meeting date.

Qualifications

Must have either a smartphone with working camera or desktop/laptop with webcam
Must have access to high speed internet connection
Desire to fully participate in one or several of the above topics
Ability to read, understand, and follow oral and written instructions.
Data entry clerk experience is not necessary.

Job Benefits

Flexibility to take part in discussions online or in-person.
No commute needed should you choose to work from home remotely.
No minimum hours. You can do this part-time or full-time
Enjoy free samples from our sponsors and partners in exchange for your honest feedback of their products.
You get to review and use new products or services before they are released to the public.

You must apply on our website and complete a set of questionnaire to see if you qualify.

This position is perfect for anyone looking for temporary, part-time or full-time work. The hours are flexible and no previous experience is required. If you are a data entry clerk or someone just looking for a flexible part time remote work from home job, this is a great way to supplement your income."
Apex Focus Group,Part-Time Focus Group Participant - Work From Home,"Now accepting applicants for Focus Group studies. Earn up to $750 per week part-time working from home. Must register to see if you qualify. No Data Entry experience needed.

Data Entry Clerk Work From Home - Part Time Remote Focus Group Panelists

Our company is seeking individuals to participate in National & Local Paid Focus Groups, Clinical Trials, and Market Research assignments.

With most of our paid focus group studies, you have the option to participate remotely online or in-person. This is a great way to earn additional income from the comfort of your home.

Compensation

$75-$150 (per 1 hour session)
$300-$750 (multi-session studies)

Job Requirements

Show up at least 10 mins before discussion start time.
Participate by completing written and oral instructions.
Complete written survey provided for each panel.
MUST actually use products and/or services, if provided. Then be ready to discuss PRIOR to meeting date.

Qualifications

Must have either a smartphone with working camera or desktop/laptop with webcam
Must have access to high speed internet connection
Desire to fully participate in one or several of the above topics
Ability to read, understand, and follow oral and written instructions.
Data entry clerk experience is not necessary.

Job Benefits

Flexibility to take part in discussions online or in-person.
No commute needed should you choose to work from home remotely.
No minimum hours. You can do this part-time or full-time
Enjoy free samples from our sponsors and partners in exchange for your honest feedback of their products.
You get to review and use new products or services before they are released to the public.

You must apply on our website and complete a set of questionnaire to see if you qualify.

This position is perfect for anyone looking for temporary, part-time or full-time work. The hours are flexible and no previous experience is required. If you are a data entry clerk or someone just looking for a flexible part time remote work from home job, this is a great way to supplement your income."
